code,start,end,label
157B025030009,2025-09-07 23:00:00,2025-09-07 23:00:00,anomaly
157B025030009,2025-09-10 03:00:00,2025-09-10 03:00:00,anomaly
157B025030014,2025-06-17 00:00:00,2025-06-17 00:00:00,anomaly
157B025030014,2025-06-18 00:00:00,2025-06-18 00:00:00,anomaly
157B025030014,2025-06-19 01:00:00,2025-06-19 01:00:00,anomaly
157B025030014,2025-06-21 05:00:00,2025-06-21 05:00:00,anomaly
157B025030014,2025-06-21 22:00:00,2025-06-21 22:00:00,anomaly
157B025030014,2025-06-28 05:00:00,2025-06-28 05:00:00,anomaly
157B025030014,2025-06-30 05:00:00,2025-06-30 05:00:00,anomaly
157B025030014,2025-06-30 23:00:00,2025-07-01 01:00:00,anomaly
157B025030014,2025-07-02 23:00:00,2025-07-02 23:00:00,anomaly
157B025030014,2025-07-07 04:00:00,2025-07-07 04:00:00,anomaly
157B025030014,2025-07-09 04:00:00,2025-07-09 04:00:00,anomaly
157B025030014,2025-07-15 02:00:00,2025-07-15 03:00:00,anomaly
157B025030014,2025-06-28 02:00:00,2025-06-28 02:00:00,anomaly
157B025030014,2025-07-09 05:00:00,2025-07-09 06:00:00,anomaly
157B025030014,2025-07-12 23:00:00,2025-07-13 11:00:00,anomaly
157B025030014,2025-07-15 21:00:00,2025-07-16 15:00:00,anomaly
157B025030014,2025-07-20 16:00:00,2025-07-20 16:00:00,anomaly
157B025030014,2025-07-24 10:00:00,2025-07-24 23:00:00,anomaly
157B025030014,2025-07-26 05:00:00,2025-07-26 08:00:00,anomaly
157B025030014,2025-08-01 00:00:00,2025-08-01 01:00:00,anomaly
157B025030014,2025-08-01 19:00:00,2025-08-01 19:00:00,anomaly
157B025030014,2025-08-01 23:00:00,2025-08-02 00:00:00,anomaly
157B025030014,2025-08-07 08:00:00,2025-08-07 08:00:00,anomaly
157B025030014,2025-08-07 10:00:00,2025-08-07 14:00:00,anomaly
157B025030014,2025-08-07 16:00:00,2025-08-07 23:00:00,anomaly
157B025030014,2025-08-08 02:00:00,2025-08-08 03:00:00,anomaly
157B025030014,2025-08-08 05:00:00,2025-08-08 05:00:00,anomaly
157B025030014,2025-08-09 05:00:00,2025-08-09 05:00:00,anomaly
157B025030014,2025-08-09 09:00:00,2025-08-09 10:00:00,anomaly
157B025030014,2025-08-15 02:00:00,2025-08-15 05:00:00,anomaly
157B025030014,2025-08-22 00:00:00,2025-08-22 00:00:00,anomaly
157B025030014,2025-08-23 00:00:00,2025-08-23 01:00:00,anomaly
157B025030014,2025-08-29 01:00:00,2025-08-29 02:00:00,anomaly
157B025030014,2025-09-04 22:00:00,2025-09-04 23:00:00,anomaly
157B025030014,2025-09-11 03:00:00,2025-09-12 06:00:00,anomaly
157B025030015,2025-06-27 00:00:00,2025-06-27 00:00:00,anomaly
157B025030015,2025-06-27 04:00:00,2025-06-27 04:00:00,anomaly
157B025030015,2025-06-27 23:00:00,2025-06-27 23:00:00,anomaly
157B025030015,2025-07-01 00:00:00,2025-07-01 00:00:00,anomaly
157B025030015,2025-06-25 15:00:00,2025-06-26 02:00:00,anomaly
157B025030015,2025-07-14 03:00:00,2025-07-14 04:00:00,anomaly
157B025030015,2025-07-19 00:00:00,2025-07-19 01:00:00,anomaly
157B025030015,2025-07-10 04:00:00,2025-07-11 08:00:00,anomaly
157B025030015,2025-07-12 08:00:00,2025-07-14 02:00:00,anomaly
157B025030023,2025-06-16 05:00:00,2025-06-16 05:00:00,anomaly
157B025030023,2025-06-27 04:00:00,2025-06-27 04:00:00,anomaly
157B025030023,2025-06-30 00:00:00,2025-06-30 00:00:00,anomaly
157B025030023,2025-07-01 02:00:00,2025-07-01 02:00:00,anomaly
157B025030023,2025-07-05 02:00:00,2025-07-05 02:00:00,anomaly
157B025030023,2025-07-06 00:00:00,2025-07-06 00:00:00,anomaly
157B025030023,2025-07-06 03:00:00,2025-07-06 03:00:00,anomaly
157B025030023,2025-07-30 22:00:00,2025-07-30 22:00:00,anomaly
157B025030023,2025-07-31 02:00:00,2025-07-31 03:00:00,anomaly
157B025030023,2025-08-03 22:00:00,2025-08-03 22:00:00,anomaly
157B025030023,2025-08-04 01:00:00,2025-08-04 01:00:00,anomaly
157B025030023,2025-08-05 02:00:00,2025-08-05 02:00:00,anomaly
157B025030023,2025-08-06 00:00:00,2025-08-06 01:00:00,anomaly
157B025030023,2025-08-06 03:00:00,2025-08-06 05:00:00,anomaly
157B025030023,2025-08-08 23:00:00,2025-08-09 00:00:00,anomaly
157B025030023,2025-08-09 02:00:00,2025-08-09 02:00:00,anomaly
157B025030023,2025-08-14 00:00:00,2025-08-14 00:00:00,anomaly
157B025030023,2025-08-15 23:00:00,2025-08-15 23:00:00,anomaly
157B025030023,2025-08-18 01:00:00,2025-08-18 01:00:00,anomaly
157B025030023,2025-08-18 23:00:00,2025-08-18 23:00:00,anomaly
157B025030023,2025-08-19 01:00:00,2025-08-19 02:00:00,anomaly
157B025030023,2025-08-19 04:00:00,2025-08-19 04:00:00,anomaly
157B025030023,2025-08-23 22:00:00,2025-08-23 23:00:00,anomaly
157B025030023,2025-08-24 04:00:00,2025-08-24 04:00:00,anomaly
157B025030023,2025-08-23 09:00:00,2025-08-23 09:00:00,anomaly
157B025030023,2025-08-25 05:00:00,2025-08-25 05:00:00,anomaly
157B025030023,2025-09-06 01:00:00,2025-09-06 01:00:00,anomaly
157B025030025,2025-06-15 01:00:00,2025-06-15 01:00:00,anomaly
157B025030025,2025-06-16 01:00:00,2025-06-16 02:00:00,anomaly
157B025030025,2025-07-06 04:00:00,2025-07-06 04:00:00,anomaly
157B025030025,2025-07-04 00:00:00,2025-07-04 01:00:00,anomaly
157B025030025,2025-07-09 13:00:00,2025-07-09 16:00:00,anomaly
157B025030025,2025-07-09 19:00:00,2025-07-09 19:00:00,anomaly
157B025030025,2025-07-10 04:00:00,2025-07-11 15:00:00,anomaly
157B025030025,2025-07-12 01:00:00,2025-07-12 19:00:00,anomaly
157B025030025,2025-07-12 23:00:00,2025-07-14 07:00:00,anomaly
157B025030025,2025-07-14 10:00:00,2025-07-14 10:00:00,anomaly
157B025030025,2025-07-16 02:00:00,2025-07-16 06:00:00,anomaly
157B025030025,2025-07-16 08:00:00,2025-07-16 08:00:00,anomaly
157B025030025,2025-07-22 23:00:00,2025-07-22 23:00:00,anomaly
157B025030025,2025-07-23 23:00:00,2025-07-24 01:00:00,anomaly
157B025030025,2025-07-31 04:00:00,2025-07-31 04:00:00,anomaly
157B025030025,2025-08-07 22:00:00,2025-08-07 23:00:00,anomaly
157B025030025,2025-08-08 23:00:00,2025-08-08 23:00:00,anomaly
157B025030025,2025-08-14 06:00:00,2025-08-14 06:00:00,anomaly
157B025030025,2025-08-16 13:00:00,2025-08-16 13:00:00,anomaly
157B025030025,2025-08-23 05:00:00,2025-08-23 07:00:00,anomaly
157B025030026,2025-06-16 02:00:00,2025-06-16 02:00:00,anomaly
157B025030026,2025-06-27 01:00:00,2025-06-27 01:00:00,anomaly
157B025030026,2025-07-15 01:00:00,2025-07-15 01:00:00,anomaly
157B025030026,2025-07-09 20:00:00,2025-07-09 20:00:00,anomaly
157B025030026,2025-07-14 07:00:00,2025-07-14 10:00:00,anomaly
157B025030026,2025-07-16 02:00:00,2025-07-16 02:00:00,anomaly
157B025030026,2025-07-16 04:00:00,2025-07-16 05:00:00,anomaly
157B025030026,2025-07-16 07:00:00,2025-07-16 09:00:00,anomaly
157B025030026,2025-07-22 23:00:00,2025-07-22 23:00:00,anomaly
157B025030026,2025-07-23 02:00:00,2025-07-23 02:00:00,anomaly
157B025030026,2025-07-23 23:00:00,2025-07-23 23:00:00,anomaly
157B025030026,2025-07-24 01:00:00,2025-07-24 02:00:00,anomaly
157B025030026,2025-07-29 01:00:00,2025-07-29 02:00:00,anomaly
157B025030026,2025-07-31 03:00:00,2025-07-31 03:00:00,anomaly
157B025030026,2025-07-31 23:00:00,2025-08-01 00:00:00,anomaly
157B025030026,2025-08-03 05:00:00,2025-08-03 05:00:00,anomaly
157B025030026,2025-08-03 23:00:00,2025-08-04 00:00:00,anomaly
157B025030026,2025-08-05 01:00:00,2025-08-05 03:00:00,anomaly
157B025030026,2025-07-21 14:00:00,2025-07-21 14:00:00,anomaly
157B025030026,2025-08-02 03:00:00,2025-08-02 03:00:00,anomaly
157B025030026,2025-08-14 01:00:00,2025-08-14 01:00:00,anomaly
157B025030026,2025-09-07 23:00:00,2025-09-07 23:00:00,anomaly
157B025030026,2025-09-10 03:00:00,2025-09-10 03:00:00,anomaly
157B025030026,2025-09-04 17:00:00,2025-09-05 23:00:00,anomaly
157B025030027,2025-06-17 22:00:00,2025-06-17 22:00:00,anomaly
157B025030027,2025-06-19 01:00:00,2025-06-19 01:00:00,anomaly
157B025030027,2025-06-19 05:00:00,2025-06-19 05:00:00,anomaly
157B025030027,2025-06-20 04:00:00,2025-06-20 04:00:00,anomaly
157B025030027,2025-06-24 05:00:00,2025-06-24 05:00:00,anomaly
157B025030027,2025-06-26 00:00:00,2025-06-26 00:00:00,anomaly
157B025030027,2025-06-29 05:00:00,2025-06-29 05:00:00,anomaly
157B025030027,2025-06-18 18:00:00,2025-06-18 22:00:00,anomaly
157B025030027,2025-06-20 08:00:00,2025-06-20 08:00:00,anomaly
157B025030027,2025-06-20 11:00:00,2025-06-20 11:00:00,anomaly
157B025030027,2025-06-24 21:00:00,2025-06-24 22:00:00,anomaly
157B025030027,2025-06-27 21:00:00,2025-06-27 23:00:00,anomaly
157B025030027,2025-06-28 08:00:00,2025-06-28 23:00:00,anomaly
157B025030027,2025-07-21 22:00:00,2025-07-21 22:00:00,anomaly
157B025030027,2025-07-24 00:00:00,2025-07-24 00:00:00,anomaly
157B025030027,2025-07-30 22:00:00,2025-07-30 22:00:00,anomaly
157B025030027,2025-08-09 03:00:00,2025-08-09 03:00:00,anomaly
157B025030027,2025-08-19 04:00:00,2025-08-19 04:00:00,anomaly
157B025030027,2025-08-21 03:00:00,2025-08-21 03:00:00,anomaly
157B025030027,2025-08-27 04:00:00,2025-08-27 04:00:00,anomaly
157B025030027,2025-09-06 00:00:00,2025-09-06 00:00:00,anomaly
157B025030027,2025-09-10 03:00:00,2025-09-10 03:00:00,anomaly
157B025030027,2025-07-28 00:00:00,2025-07-28 00:00:00,anomaly
157B025030027,2025-07-28 13:00:00,2025-07-28 13:00:00,anomaly
157B025030027,2025-07-28 18:00:00,2025-07-29 10:00:00,anomaly
157B025030027,2025-07-29 23:00:00,2025-07-29 23:00:00,anomaly
157B025030027,2025-07-30 01:00:00,2025-07-30 01:00:00,anomaly
157B025030027,2025-08-02 05:00:00,2025-08-02 08:00:00,anomaly
157B025030027,2025-08-03 00:00:00,2025-08-03 06:00:00,anomaly
157B025030029,2025-06-17 02:00:00,2025-06-17 02:00:00,anomaly
157B025030029,2025-06-19 00:00:00,2025-06-19 00:00:00,anomaly
157B025030029,2025-06-21 23:00:00,2025-06-21 23:00:00,anomaly
157B025030029,2025-06-22 04:00:00,2025-06-22 04:00:00,anomaly
157B025030029,2025-06-24 02:00:00,2025-06-24 02:00:00,anomaly
157B025030029,2025-06-25 01:00:00,2025-06-25 01:00:00,anomaly
157B025030029,2025-06-25 03:00:00,2025-06-25 03:00:00,anomaly
157B025030029,2025-06-22 13:00:00,2025-06-22 13:00:00,anomaly
157B025030029,2025-07-06 01:00:00,2025-07-06 02:00:00,anomaly
157B025030029,2025-07-14 00:00:00,2025-07-14 00:00:00,anomaly
157B025030029,2025-07-15 00:00:00,2025-07-15 00:00:00,anomaly
157B025030029,2025-07-21 22:00:00,2025-07-21 22:00:00,anomaly
157B025030029,2025-07-24 00:00:00,2025-07-24 00:00:00,anomaly
157B025030029,2025-07-24 16:00:00,2025-07-24 18:00:00,anomaly
157B025030029,2025-07-25 12:00:00,2025-07-25 12:00:00,anomaly
157B025030029,2025-07-31 03:00:00,2025-07-31 03:00:00,anomaly
157B025030029,2025-07-27 04:00:00,2025-07-30 08:00:00,anomaly
157B025030029,2025-07-30 10:00:00,2025-07-30 12:00:00,anomaly
157B025030029,2025-07-30 16:00:00,2025-07-30 21:00:00,anomaly
157B025030029,2025-07-31 01:00:00,2025-07-31 01:00:00,anomaly
157B025030029,2025-08-09 02:00:00,2025-08-09 02:00:00,anomaly
157B025030029,2025-08-10 23:00:00,2025-08-10 23:00:00,anomaly
157B025030029,2025-08-11 01:00:00,2025-08-11 01:00:00,anomaly
157B025030029,2025-08-12 05:00:00,2025-08-12 05:00:00,anomaly
157B025030029,2025-08-10 07:00:00,2025-08-10 08:00:00,anomaly
157B025030029,2025-09-10 04:00:00,2025-09-10 04:00:00,anomaly
157B025030031,2025-06-17 03:00:00,2025-06-17 03:00:00,anomaly
157B025030031,2025-07-03 23:00:00,2025-07-03 23:00:00,anomaly
157B025030031,2025-07-07 23:00:00,2025-07-07 23:00:00,anomaly
157B025030031,2025-07-09 01:00:00,2025-07-09 01:00:00,anomaly
157B025030031,2025-07-11 00:00:00,2025-07-11 00:00:00,anomaly
157B025030031,2025-07-12 01:00:00,2025-07-12 01:00:00,anomaly
157B025030031,2025-07-13 03:00:00,2025-07-13 03:00:00,anomaly
157B025030031,2025-07-13 22:00:00,2025-07-13 22:00:00,anomaly
157B025030031,2025-07-15 00:00:00,2025-07-15 00:00:00,anomaly
157B025030031,2025-07-11 23:00:00,2025-07-11 23:00:00,anomaly
157B025030031,2025-07-13 05:00:00,2025-07-13 09:00:00,anomaly
157B025030031,2025-07-13 12:00:00,2025-07-13 14:00:00,anomaly
157B025030031,2025-07-13 17:00:00,2025-07-13 17:00:00,anomaly
157B025030031,2025-07-23 23:00:00,2025-07-23 23:00:00,anomaly
157B025030031,2025-07-24 22:00:00,2025-07-24 22:00:00,anomaly
157B025030031,2025-08-15 22:00:00,2025-08-15 22:00:00,anomaly
157B025030031,2025-08-28 22:00:00,2025-08-28 22:00:00,anomaly
157B025030031,2025-09-05 05:00:00,2025-09-05 05:00:00,anomaly
157B025030031,2025-09-10 03:00:00,2025-09-10 03:00:00,anomaly
157B025030031,2025-09-09 17:00:00,2025-09-10 02:00:00,anomaly
157B025030031,2025-09-10 16:00:00,2025-09-10 17:00:00,anomaly
157B025030031,2025-09-10 19:00:00,2025-09-11 07:00:00,anomaly
157B025030031,2025-09-11 22:00:00,2025-09-12 01:00:00,anomaly
157B025030032,2025-06-16 00:00:00,2025-06-16 00:00:00,anomaly
157B025030032,2025-06-16 02:00:00,2025-06-16 03:00:00,anomaly
157B025030032,2025-06-19 02:00:00,2025-06-19 02:00:00,anomaly
157B025030032,2025-06-26 04:00:00,2025-06-26 05:00:00,anomaly
157B025030032,2025-06-27 00:00:00,2025-06-27 00:00:00,anomaly
157B025030032,2025-07-09 22:00:00,2025-07-09 22:00:00,anomaly
157B025030032,2025-07-14 23:00:00,2025-07-15 02:00:00,anomaly
157B025030032,2025-07-15 04:00:00,2025-07-15 05:00:00,anomaly
157B025030032,2025-07-15 23:00:00,2025-07-15 23:00:00,anomaly
157B025030032,2025-07-22 23:00:00,2025-07-22 23:00:00,anomaly
157B025030032,2025-07-23 22:00:00,2025-07-23 22:00:00,anomaly
157B025030032,2025-07-10 16:00:00,2025-07-14 06:00:00,anomaly
157B025030032,2025-07-26 16:00:00,2025-07-26 17:00:00,anomaly
157B025030032,2025-07-26 22:00:00,2025-07-26 23:00:00,anomaly
157B025030032,2025-07-27 03:00:00,2025-07-27 03:00:00,anomaly
157B025030032,2025-07-30 00:00:00,2025-07-30 00:00:00,anomaly
157B025030032,2025-07-31 03:00:00,2025-07-31 04:00:00,anomaly
157B025030032,2025-07-31 22:00:00,2025-07-31 22:00:00,anomaly
157B025030032,2025-08-01 00:00:00,2025-08-01 00:00:00,anomaly
157B025030032,2025-08-03 00:00:00,2025-08-03 00:00:00,anomaly
157B025030032,2025-08-03 02:00:00,2025-08-03 02:00:00,anomaly
157B025030032,2025-08-03 04:00:00,2025-08-03 04:00:00,anomaly
157B025030032,2025-08-12 00:00:00,2025-08-12 00:00:00,anomaly
157B025030032,2025-08-14 01:00:00,2025-08-14 05:00:00,anomaly
157B025030032,2025-09-02 01:00:00,2025-09-02 01:00:00,anomaly
157B025030032,2025-09-05 22:00:00,2025-09-05 23:00:00,anomaly
157B025030032,2025-09-06 01:00:00,2025-09-06 04:00:00,anomaly
157B025030032,2025-09-06 23:00:00,2025-09-07 00:00:00,anomaly
157B025030032,2025-09-07 23:00:00,2025-09-08 00:00:00,anomaly
157B025030032,2025-09-08 03:00:00,2025-09-08 03:00:00,anomaly
157B025030032,2025-09-08 05:00:00,2025-09-08 05:00:00,anomaly
157B025030032,2025-09-10 03:00:00,2025-09-10 03:00:00,anomaly
157B025030032,2025-09-11 00:00:00,2025-09-11 00:00:00,anomaly
157B025030032,2025-07-28 23:00:00,2025-07-28 23:00:00,anomaly
157B025030032,2025-09-01 05:00:00,2025-09-01 06:00:00,anomaly
157B025030032,2025-09-02 00:00:00,2025-09-02 00:00:00,anomaly
157B025030032,2025-09-02 02:00:00,2025-09-02 02:00:00,anomaly
157B025030033,2025-06-15 01:00:00,2025-06-15 02:00:00,anomaly
157B025030033,2025-06-15 02:00:00,2025-06-15 10:00:00,anomaly
157B025030033,2025-06-15 20:00:00,2025-06-16 01:00:00,anomaly
157B025030033,2025-06-27 02:00:00,2025-06-27 02:00:00,anomaly
157B025030033,2025-07-09 00:00:00,2025-07-09 01:00:00,anomaly
157B025030033,2025-07-09 05:00:00,2025-07-09 05:00:00,anomaly
157B025030033,2025-07-10 05:00:00,2025-07-10 05:00:00,anomaly
157B025030033,2025-07-08 09:00:00,2025-07-08 13:00:00,anomaly
157B025030033,2025-07-09 14:00:00,2025-07-09 15:00:00,anomaly
157B025030033,2025-07-09 21:00:00,2025-07-10 04:00:00,anomaly
157B025030033,2025-07-10 15:00:00,2025-07-12 15:00:00,anomaly
157B025030033,2025-07-18 03:00:00,2025-07-18 03:00:00,anomaly
157B025030033,2025-07-22 02:00:00,2025-07-22 02:00:00,anomaly
157B025030033,2025-07-29 00:00:00,2025-07-29 00:00:00,anomaly
157B025030033,2025-07-31 03:00:00,2025-07-31 04:00:00,anomaly
157B025030033,2025-07-31 23:00:00,2025-08-01 00:00:00,anomaly
157B025030033,2025-08-03 04:00:00,2025-08-03 05:00:00,anomaly
157B025030033,2025-08-03 23:00:00,2025-08-03 23:00:00,anomaly
157B025030033,2025-08-04 23:00:00,2025-08-05 00:00:00,anomaly
157B025030033,2025-08-08 03:00:00,2025-08-08 03:00:00,anomaly
157B025030033,2025-08-08 05:00:00,2025-08-08 05:00:00,anomaly
157B025030033,2025-08-13 01:00:00,2025-08-13 01:00:00,anomaly
157B025030033,2025-08-13 04:00:00,2025-08-13 04:00:00,anomaly
157B025030033,2025-08-17 23:00:00,2025-08-17 23:00:00,anomaly
157B025030033,2025-08-21 04:00:00,2025-08-21 04:00:00,anomaly
157B025030033,2025-08-22 22:00:00,2025-08-22 22:00:00,anomaly
157B025030033,2025-08-23 02:00:00,2025-08-23 02:00:00,anomaly
157B025030033,2025-07-14 07:00:00,2025-07-14 07:00:00,anomaly
157B025030033,2025-07-14 10:00:00,2025-07-14 10:00:00,anomaly
157B025030033,2025-07-16 01:00:00,2025-07-16 02:00:00,anomaly
157B025030033,2025-07-16 04:00:00,2025-07-16 04:00:00,anomaly
157B025030033,2025-07-16 06:00:00,2025-07-16 09:00:00,anomaly
157B025030033,2025-07-26 22:00:00,2025-07-28 12:00:00,anomaly
157B025030033,2025-07-28 14:00:00,2025-07-28 18:00:00,anomaly
157B025030033,2025-07-28 20:00:00,2025-07-28 22:00:00,anomaly
157B025030033,2025-07-29 15:00:00,2025-07-30 21:00:00,anomaly
157B025030033,2025-07-31 01:00:00,2025-07-31 02:00:00,anomaly
157B025030033,2025-07-31 07:00:00,2025-07-31 07:00:00,anomaly
157B025030033,2025-07-31 19:00:00,2025-07-31 19:00:00,anomaly
157B025030033,2025-08-01 04:00:00,2025-08-01 06:00:00,anomaly
157B025030033,2025-08-02 05:00:00,2025-08-02 10:00:00,anomaly
157B025030033,2025-08-02 12:00:00,2025-08-03 03:00:00,anomaly
157B025030033,2025-08-03 15:00:00,2025-08-03 15:00:00,anomaly
157B025030033,2025-08-03 21:00:00,2025-08-03 21:00:00,anomaly
157B025030033,2025-09-06 22:00:00,2025-09-06 23:00:00,anomaly
157B025030033,2025-09-07 22:00:00,2025-09-07 23:00:00,anomaly
157B025030033,2025-09-09 19:00:00,2025-09-10 02:00:00,anomaly
157B025030033,2025-09-11 02:00:00,2025-09-11 03:00:00,anomaly
157B025030033,2025-09-11 15:00:00,2025-09-11 15:00:00,anomaly
157B025030033,2025-09-11 19:00:00,2025-09-12 00:00:00,anomaly
157B025030034,2025-06-18 00:00:00,2025-06-18 00:00:00,anomaly
157B025030034,2025-06-18 02:00:00,2025-06-18 02:00:00,anomaly
157B025030034,2025-06-15 00:00:00,2025-06-15 01:00:00,anomaly
157B025030034,2025-06-15 03:00:00,2025-06-16 04:00:00,anomaly
157B025030034,2025-06-16 06:00:00,2025-06-16 08:00:00,anomaly
157B025030034,2025-06-16 12:00:00,2025-06-16 12:00:00,anomaly
157B025030034,2025-06-16 16:00:00,2025-06-16 18:00:00,anomaly
157B025030034,2025-06-16 20:00:00,2025-06-17 16:00:00,anomaly
157B025030034,2025-06-17 18:00:00,2025-06-17 23:00:00,anomaly
157B025030034,2025-06-27 02:00:00,2025-06-27 05:00:00,anomaly
157B025030034,2025-07-21 04:00:00,2025-07-21 06:00:00,anomaly
157B025030034,2025-07-21 12:00:00,2025-07-21 17:00:00,anomaly
157B025030034,2025-07-21 21:00:00,2025-07-21 23:00:00,anomaly
157B025030034,2025-07-22 06:00:00,2025-07-22 14:00:00,anomaly
157B025030034,2025-07-23 01:00:00,2025-07-26 08:00:00,anomaly
157B025030034,2025-08-06 22:00:00,2025-08-06 22:00:00,anomaly
157B025030034,2025-08-08 00:00:00,2025-08-08 00:00:00,anomaly
157B025030034,2025-08-15 00:00:00,2025-08-15 00:00:00,anomaly
157B025030034,2025-08-22 22:00:00,2025-08-22 22:00:00,anomaly
157B025030034,2025-08-23 03:00:00,2025-08-23 03:00:00,anomaly
157B025030034,2025-08-29 21:00:00,2025-08-30 10:00:00,anomaly
157B025030034,2025-09-04 05:00:00,2025-09-06 00:00:00,anomaly
157B025030034,2025-09-10 03:00:00,2025-09-10 03:00:00,anomaly
157B025030037,2025-06-16 02:00:00,2025-06-16 02:00:00,anomaly
157B025030037,2025-06-15 01:00:00,2025-06-16 01:00:00,anomaly
157B025030037,2025-06-16 05:00:00,2025-06-16 08:00:00,anomaly
157B025030037,2025-06-16 10:00:00,2025-06-16 11:00:00,anomaly
157B025030037,2025-06-16 13:00:00,2025-06-17 16:00:00,anomaly
157B025030037,2025-07-10 05:00:00,2025-07-11 12:00:00,anomaly
157B025030037,2025-07-12 10:00:00,2025-07-12 15:00:00,anomaly
157B025030037,2025-08-09 00:00:00,2025-08-09 01:00:00,anomaly
157B025030037,2025-08-09 07:00:00,2025-08-09 07:00:00,anomaly
157B025030037,2025-08-27 23:00:00,2025-08-28 07:00:00,anomaly
157B025030037,2025-09-05 23:00:00,2025-09-05 23:00:00,anomaly
157B025030039,2025-06-18 00:00:00,2025-06-18 00:00:00,anomaly
157B025030039,2025-06-19 00:00:00,2025-06-19 01:00:00,anomaly
157B025030039,2025-06-21 01:00:00,2025-06-21 01:00:00,anomaly
157B025030039,2025-06-24 05:00:00,2025-06-24 05:00:00,anomaly
157B025030039,2025-06-25 01:00:00,2025-06-25 03:00:00,anomaly
157B025030039,2025-06-26 00:00:00,2025-06-26 00:00:00,anomaly
157B025030039,2025-06-27 00:00:00,2025-06-27 00:00:00,anomaly
157B025030039,2025-06-28 01:00:00,2025-06-28 02:00:00,anomaly
157B025030039,2025-06-29 00:00:00,2025-06-29 01:00:00,anomaly
157B025030039,2025-06-30 01:00:00,2025-06-30 01:00:00,anomaly
157B025030039,2025-06-30 03:00:00,2025-06-30 03:00:00,anomaly
157B025030039,2025-07-01 01:00:00,2025-07-01 01:00:00,anomaly
157B025030039,2025-07-01 23:00:00,2025-07-01 23:00:00,anomaly
157B025030039,2025-07-04 23:00:00,2025-07-04 23:00:00,anomaly
157B025030039,2025-07-05 23:00:00,2025-07-05 23:00:00,anomaly
157B025030039,2025-07-06 04:00:00,2025-07-06 04:00:00,anomaly
157B025030039,2025-07-07 23:00:00,2025-07-07 23:00:00,anomaly
157B025030039,2025-07-14 00:00:00,2025-07-14 00:00:00,anomaly
157B025030039,2025-07-14 22:00:00,2025-07-14 23:00:00,anomaly
157B025030039,2025-07-24 00:00:00,2025-07-24 00:00:00,anomaly
157B025030039,2025-07-31 03:00:00,2025-07-31 03:00:00,anomaly
157B025030039,2025-07-31 23:00:00,2025-07-31 23:00:00,anomaly
157B025030039,2025-08-09 02:00:00,2025-08-09 02:00:00,anomaly
157B025030039,2025-08-17 02:00:00,2025-08-17 02:00:00,anomaly
157B025030039,2025-08-17 04:00:00,2025-08-17 05:00:00,anomaly
157B025030039,2025-08-17 23:00:00,2025-08-17 23:00:00,anomaly
157B025030039,2025-08-18 02:00:00,2025-08-18 02:00:00,anomaly
157B025030039,2025-08-18 05:00:00,2025-08-18 05:00:00,anomaly
157B025030039,2025-08-22 02:00:00,2025-08-22 02:00:00,anomaly
157B025030039,2025-08-24 05:00:00,2025-08-24 05:00:00,anomaly
157B025030039,2025-08-25 00:00:00,2025-08-25 00:00:00,anomaly
157B025030039,2025-08-25 02:00:00,2025-08-25 02:00:00,anomaly
157B025030039,2025-08-28 00:00:00,2025-08-28 00:00:00,anomaly
157B025030039,2025-08-28 02:00:00,2025-08-28 02:00:00,anomaly
157B025030039,2025-08-28 23:00:00,2025-08-29 00:00:00,anomaly
157B025030039,2025-08-29 02:00:00,2025-08-29 02:00:00,anomaly
157B025030039,2025-07-14 15:00:00,2025-07-14 21:00:00,anomaly
157B025030039,2025-07-23 16:00:00,2025-07-23 18:00:00,anomaly
157B025030039,2025-08-08 05:00:00,2025-08-08 09:00:00,anomaly
157B025030039,2025-08-08 15:00:00,2025-08-08 21:00:00,anomaly
157B025030039,2025-09-05 06:00:00,2025-09-05 11:00:00,anomaly
157B025030039,2025-09-05 13:00:00,2025-09-05 13:00:00,anomaly
157B025030039,2025-09-09 02:00:00,2025-09-09 02:00:00,anomaly
157B025030039,2025-09-10 03:00:00,2025-09-10 03:00:00,anomaly
157B025030039,2025-09-07 19:00:00,2025-09-07 19:00:00,anomaly
157B025030039,2025-09-08 00:00:00,2025-09-08 09:00:00,anomaly
157B025030039,2025-09-08 15:00:00,2025-09-08 16:00:00,anomaly
157B025030039,2025-09-09 08:00:00,2025-09-09 09:00:00,anomaly
157B025030039,2025-09-10 17:00:00,2025-09-10 23:00:00,anomaly
157B025030042,2025-06-26 02:00:00,2025-06-26 03:00:00,anomaly
157B025030042,2025-06-27 00:00:00,2025-06-27 00:00:00,anomaly
157B025030042,2025-06-28 23:00:00,2025-06-28 23:00:00,anomaly
157B025030042,2025-06-30 22:00:00,2025-06-30 22:00:00,anomaly
157B025030042,2025-07-05 22:00:00,2025-07-05 22:00:00,anomaly
157B025030042,2025-07-06 01:00:00,2025-07-06 01:00:00,anomaly
157B025030042,2025-07-09 00:00:00,2025-07-09 00:00:00,anomaly
157B025030042,2025-07-11 02:00:00,2025-07-11 02:00:00,anomaly
157B025030042,2025-07-13 22:00:00,2025-07-13 22:00:00,anomaly
157B025030042,2025-07-14 22:00:00,2025-07-14 22:00:00,anomaly
157B025030042,2025-07-21 00:00:00,2025-07-21 00:00:00,anomaly
157B025030042,2025-07-28 23:00:00,2025-07-28 23:00:00,anomaly
157B025030042,2025-07-30 22:00:00,2025-07-30 22:00:00,anomaly
